"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivityTitle","BudgetLineItem","LineNumber","LineNumber","SAG","IncludeInTOA","Classified","FiscalYear","OriginType","Var.16","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"770",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","Maneuver Units","010","010","111","Y","U",2016,"Base",NA,NA,NA,688203,NA,NA
"771",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","Modular Support Brigades","020","020","112","Y","U",2016,"Base",NA,NA,NA,164887,NA,NA
"772",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","Echelons Above Brigade","030","030","113","Y","U",2016,"Base",NA,NA,NA,722278,NA,NA
"773",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","Theater Level Assets","040","040","114","Y","U",2016,"Base",NA,NA,NA,94825,NA,NA
"774",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","Land Forces Operations Support","050","050","115","Y","U",2016,"Base",NA,NA,NA,31224,NA,NA
"775",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","Aviation Assets","060","060","116","Y","U",2016,"Base",NA,NA,NA,923927,NA,NA
"776",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness","Force Readiness Operations Support","070","070","121","Y","U",2016,"Base",NA,NA,NA,680682,NA,NA
"777",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness","Land Forces Systems Readiness","080","080","122","Y","U",2016,"Base",NA,NA,NA,67934,NA,NA
"778",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness","Land Forces Depot Maintenance","090","090","123","Y","U",2016,"Base",NA,NA,NA,165112,NA,NA
"779",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","Base Operations Support","100","100","131","Y","U",2016,"Base",NA,NA,NA,995696,NA,NA
"780",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","Facilities Sustainment, Restoration & Modernization","110","110","132","Y","U",2016,"Base",NA,NA,NA,692586,NA,NA
"781",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","Management and Operational Headquarters","120","120","133","Y","U",2016,"Base",NA,NA,NA,932895,NA,NA
"782",2017,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Logistics Operations","Servicewide Transportation","130","130","421","Y","U",2016,"Base",NA,NA,NA,6570,NA,NA
"783",2017,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","Administration","140","140","431","Y","U",2016,"Base",NA,NA,NA,52438,NA,NA
"784",2017,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","Servicewide Communications","150","150","432","Y","U",2016,"Base",NA,NA,NA,66833,NA,NA
"785",2017,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","Manpower Management","160","160","433","Y","U",2016,"Base",NA,NA,NA,8298,NA,NA
"786",2017,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","Other Personnel Support","170","170","434","Y","U",2016,"Base",NA,NA,NA,258615,NA,NA
"787",2017,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","Real Estate Management","180","180","437","Y","U",2016,"Base",NA,NA,NA,2942,NA,NA
"788",2017,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","Sustainment","010","010","110","Y","U",2016,"Base",NA,NA,NA,0,NA,NA
"789",2017,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","Infrastructure","020","020","120","Y","U",2016,"Base",NA,NA,NA,0,NA,NA
"790",2017,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","Equipment and Transportation","030","030","130","Y","U",2016,"Base",NA,NA,NA,0,NA,NA
"791",2017,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","Training and Operations","040","040","140","Y","U",2016,"Base",NA,NA,NA,0,NA,NA
"792",2017,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","Sustainment","050","050","210","Y","U",2016,"Base",NA,NA,NA,0,NA,NA
"793",2017,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","Infrastructure","060","060","220","Y","U",2016,"Base",NA,NA,NA,0,NA,NA
"794",2017,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","Equipment and Transportation","070","070","230","Y","U",2016,"Base",NA,NA,NA,0,NA,NA
"795",2017,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","Training and Operations","080","080","240","Y","U",2016,"Base",NA,NA,NA,0,NA,NA
"796",2017,"2091A","Afghanistan Security Forces Fund","ARMY","04","Detainee Ops","Related Activities","Sustainment","090","090","410","Y","U",2016,"Base",NA,NA,NA,0,NA,NA
"797",2017,"2091A","Afghanistan Security Forces Fund","ARMY","04","Detainee Ops","Related Activities","Training and Operations","100","100","440","Y","U",2016,"Base",NA,NA,NA,0,NA,NA
"798",2017,"2097A","Iraq Train and Equip Fund","ARMY","01","Iraq Train and Equip Fund","Defense Forces","Iraq Train and Equip Fund","010","010","140","Y","U",2016,"Base",NA,NA,NA,0,NA,NA
"799",2017,"2098A","Syria Train and Equip Fund","ARMY","01","Syria Train and Equip Fund","Defense Forces","Syria Train and Equip Fund","010","010","140","Y","U",2016,"Base",NA,NA,NA,0,NA,NA
"800",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","Mission and Other Flight Operations","010","010","1A1A","Y","U",2016,"Base",NA,NA,NA,3550756,NA,NA
"801",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","Fleet Air Training","020","020","1A2A","Y","U",2016,"Base",NA,NA,NA,1652081,NA,NA
"802",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","Aviation Technical Data & Engineering Services","030","030","1A3A","Y","U",2016,"Base",NA,NA,NA,37225,NA,NA
"803",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","Air Operations and Safety Support","040","040","1A4A","Y","U",2016,"Base",NA,NA,NA,103456,NA,NA
"804",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","Air Systems Support","050","050","1A4N","Y","U",2016,"Base",NA,NA,NA,351844,NA,NA
"805",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","Aircraft Depot Maintenance","060","060","1A5A","Y","U",2016,"Base",NA,NA,NA,908583,NA,NA
"806",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","Aircraft Depot Operations Support","070","070","1A6A","Y","U",2016,"Base",NA,NA,NA,33048,NA,NA
"807",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","Aviation Logistics","080","080","1A9A","Y","U",2016,"Base",NA,NA,NA,504056,NA,NA
"808",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","Mission and Other Ship Operations","090","090","1B1B","Y","U",2016,"Base",NA,NA,NA,3826890,NA,NA
"809",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","Ship Operations Support & Training","100","100","1B2B","Y","U",2016,"Base",NA,NA,NA,787319,NA,NA
"810",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","Ship Depot Maintenance","110","110","1B4B","Y","U",2016,"Base",NA,NA,NA,4934059,NA,NA
"811",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","Ship Depot Operations Support","120","120","1B5B","Y","U",2016,"Base",NA,NA,NA,1554812,NA,NA
"812",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","Combat Communications","130","130","1C1C","Y","U",2016,"Base",NA,NA,NA,683318,NA,NA
"813",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","Electronic Warfare","140","140","1C2C","Y","U",2016,"Base",NA,NA,NA,96916,NA,NA
"814",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","Space Systems and Surveillance","150","150","1C3C","Y","U",2016,"Base",NA,NA,NA,191892,NA,NA
"815",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","Warfare Tactics","160","160","1C4C","Y","U",2016,"Base",NA,NA,NA,450833,NA,NA
"816",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","Operational Meteorology and Oceanography","170","170","1C5C","Y","U",2016,"Base",NA,NA,NA,351615,NA,NA
"817",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","Combat Support Forces","180","180","1C6C","Y","U",2016,"Base",NA,NA,NA,1136215,NA,NA
"818",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","Equipment Maintenance","190","190","1C7C","Y","U",2016,"Base",NA,NA,NA,123939,NA,NA
"819",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","Depot Operations Support","200","200","1C8C","Y","U",2016,"Base",NA,NA,NA,2443,NA,NA
"820",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","Combatant Commanders Core Operations","210","210","1CCH","Y","U",2016,"Base",NA,NA,NA,95210,NA,NA
"821",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","Combatant Commanders Direct Mission Support","220","220","1CCM","Y","U",2016,"Base",NA,NA,NA,71969,NA,NA
"822",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","Cruise Missile","230","230","1D1D","Y","U",2016,"Base",NA,NA,NA,110734,NA,NA
"823",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","Fleet Ballistic Missile","240","240","1D2D","Y","U",2016,"Base",NA,NA,NA,1206145,NA,NA
"824",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","In-Service Weapons Systems Support","250","250","1D3D","Y","U",2016,"Base",NA,NA,NA,141664,NA,NA
"825",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","Weapons Maintenance","260","260","1D4D","Y","U",2016,"Base",NA,NA,NA,535122,NA,NA
"826",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","Other Weapon Systems Support","270","270","1D7D","Y","U",2016,"Base",NA,NA,NA,371547,NA,NA
"827",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","Enterprise Information","280","280","BSIT","Y","U",2016,"Base",NA,NA,NA,872491,NA,NA
"828",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","Sustainment, Restoration and Modernization","290","290","BSM1","Y","U",2016,"Base",NA,NA,NA,2271500,NA,NA
"829",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","Base Operating Support","300","300","BSS1","Y","U",2016,"Base",NA,NA,NA,4408904,NA,NA
"830",2017,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Ready Reserve and Prepositioning Force","Ship Prepositioning and Surge","310","310","2A1F","Y","U",2016,"Base",NA,NA,NA,422825,NA,NA
"831",2017,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Ready Reserve and Prepositioning Force","Ready Reserve Force","320","320","2A2F","Y","U",2016,"Base",NA,NA,NA,0,NA,NA
"832",2017,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Activations/Inactivations","Aircraft Activations/Inactivations","330","330","2B1G","Y","U",2016,"Base",NA,NA,NA,6464,NA,NA
"833",2017,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Activations/Inactivations","Ship Activations/Inactivations","340","340","2B2G","Y","U",2016,"Base",NA,NA,NA,361764,NA,NA
"834",2017,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","Expeditionary Health Services Systems","350","350","2C1H","Y","U",2016,"Base",NA,NA,NA,97528,NA,NA
"835",2017,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","Industrial Readiness","360","360","2C2H","Y","U",2016,"Base",NA,NA,NA,2237,NA,NA
"836",2017,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","Coast Guard Support","370","370","2C3H","Y","U",2016,"Base",NA,NA,NA,21823,NA,NA
"837",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Accession Training","Officer Acquisition","380","380","3A1J","Y","U",2016,"Base",NA,NA,NA,149320,NA,NA
"838",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Accession Training","Recruit Training","390","390","3A2J","Y","U",2016,"Base",NA,NA,NA,9035,NA,NA
"839",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Accession Training","Reserve Officers Training Corps","400","400","3A3J","Y","U",2016,"Base",NA,NA,NA,156288,NA,NA
"840",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","Specialized Skill Training","410","410","3B1K","Y","U",2016,"Base",NA,NA,NA,653548,NA,NA
"841",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","Flight Training","420","420","3B2K","Y","U",2016,"Base",NA,NA,NA,8171,NA,NA
"842",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","Professional Development Education","430","430","3B3K","Y","U",2016,"Base",NA,NA,NA,165471,NA,NA
"843",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","Training Support","440","440","3B4K","Y","U",2016,"Base",NA,NA,NA,196048,NA,NA
"844",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","Recruiting and Advertising","450","450","3C1L","Y","U",2016,"Base",NA,NA,NA,230188,NA,NA
"845",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","Off-Duty and Voluntary Education","460","460","3C3L","Y","U",2016,"Base",NA,NA,NA,134207,NA,NA
"846",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","Civilian Education and Training","470","470","3C4L","Y","U",2016,"Base",NA,NA,NA,69257,NA,NA
"847",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","Junior ROTC","480","480","3C5L","Y","U",2016,"Base",NA,NA,NA,47653,NA,NA
"848",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Administration","490","490","4A1M","Y","U",2016,"Base",NA,NA,NA,923771,NA,NA
"849",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","External Relations","500","500","4A2M","Y","U",2016,"Base",NA,NA,NA,13737,NA,NA
"850",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Civilian Manpower and Personnel Management","510","510","4A3M","Y","U",2016,"Base",NA,NA,NA,120812,NA,NA
"851",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Military Manpower and Personnel Management","520","520","4A4M","Y","U",2016,"Base",NA,NA,NA,341699,NA,NA
